DateTime,AddedIPs,RemovedIPs
1588370184,4,0
1588372092,2,0
1588374131,2,0
1588377857,0,1
1588379783,3,0
1588381707,2,0
1588385554,0,2
1588387455,0,1
1588389370,0,1
1588393219,2,0
1588395137,0,1
1588397051,1,1
1588398970,0,1
1588400904,0,2
1588402855,0,3
1588406673,0,1
1588410503,0,1
1588412421,1,0
1588416262,0,1
1588418173,1,0
1588420102,1,0
1588422023,0,2
1588425862,1,0
1588432814,1,0
1588436661,1,0
1588438571,1,0
1588440743,1,0
1588444584,0,1
1588446493,1,1
1588450372,0,1
1588452254,0,2
1588454171,3,0
1588456148,1,4
1588458010,1,1
1588459932,0,3
1588461882,2,0
1588465697,0,3
1588468588,0,2
1588474355,1,0
1588476257,1,0
1588478203,0,1
1588480099,1,1
1588482968,0,1
1588492613,1,0
1588497376,1,1
1588499324,2,0
1588505057,0,1
1588506971,0,1
1588512019,0,1
1588517807,2,0
1588519947,0,1
1588523775,0,2
1588527612,0,1
1588533372,0,1
1588535291,2,0
1588537221,1,0
1588539134,2,0
1588541059,0,4
1588542968,2,0
1588544924,4,1
1588547784,0,1
1588549687,1,1
1588555463,1,0
1588557378,1,0
1588561232,1,1
1588563143,1,1
1588566009,3,1
1588575706,2,0
1588579529,0,1
1588583328,0,1
1588585218,1,2
1588592928,1,0
1588594821,3,0
1588598674,1,0
1588604698,0,2
1588606702,3,0
1588608519,2,0
1588610414,1,0
1588614249,3,0
1588620009,0,1
1588621928,0,2
1588623865,1,0
1588625772,0,2
1588627694,1,1
1588629661,0,4
1588631535,1,1
1588637302,0,1
1588639210,1,0
1588643047,1,1
1588644991,0,1
1588646898,2,1
1588648807,1,1
1588650740,0,2
1588652668,0,1
1588660335,1,0
1588662519,2,2
1588668261,1,0
1588672087,0,1
1588674262,2,0
1588678095,1,0
1588681018,2,4
1588684810,1,1
1588686765,3,0
1588688695,2,0
1588690569,2,0
1588692507,2,2
1588694498,0,1
1588696350,0,3
1588698259,1,0
1588700176,0,1
1588702112,1,2
1588704041,1,0
1588705933,1,0
1588711699,0,1
1588713608,1,1
1588717460,0,1
1588719392,2,0
1588724169,2,1
1588726097,2,0
1588730186,0,1
1588734077,0,2
1588735934,0,1
1588737865,2,0
1588743610,1,0
1588745539,0,1
1588747461,1,0
1588749373,0,2
1588751287,1,0
1588753237,0,1
1588757048,1,0
1588758981,1,0
1588760889,0,2
1588763769,2,1
1588767616,2,2
1588769532,2,1
1588771473,1,0
1588773380,0,4
1588775288,0,1
1588778168,0,4
1588785859,2,1
1588787767,1,1
1588789691,2,0
1588791637,0,1
1588793535,0,1
1588799299,1,0
1588801214,0,1
1588806966,1,2
1588808897,0,2
1588810808,1,0
1588812728,0,2
1588814658,1,0
1588824504,0,2
1588828397,2,0
1588830252,0,1
1588834096,1,1
1588836013,2,0
1588837933,0,1
1588839896,1,0
1588841815,2,0
1588843690,2,1
1588846815,1,1
1588848729,0,1
1588852569,1,1
1588854499,1,1
1588857369,0,3
1588859334,2,0
1588861212,1,0
1588863131,1,0
1588868890,1,0
1588873701,0,3
1588877533,0,2
1588879464,1,0
1588883538,1,0
1588885462,0,1
1588887379,1,0
1588895049,1,1
1588896970,1,1
1588900841,0,2
1588902773,2,0
1588913288,1,0
1588915223,0,2
1588917130,1,0
1588920987,2,2
1588922894,1,1
1588926827,0,1
1588928917,0,4
1588930812,1,0
