DateTime,AddedIPs,RemovedIPs
1587945959,3,4
1587949548,4,0
1587953150,1,2
1587956767,3,0
1587963965,1,2
1587967565,1,3
1587971181,0,2
1587974763,2,1
1587978349,2,0
1587981952,1,1
1587985544,2,2
1587989172,1,1
1587992747,2,1
1587996368,3,2
1587999947,2,5
1588003546,4,1
1588010755,0,1
1588014348,0,1
1588017958,0,4
1588021556,1,1
1588025150,1,0
1588032357,2,0
1588035953,1,1
1588039560,2,3
1588043169,4,0
1588046752,0,2
1588050375,1,2
1588053950,0,1
1588057557,2,1
1588061163,1,1
1588064744,2,3
1588068344,3,1
1588071940,2,8
1588075546,3,4
1588079148,6,3
1588082748,5,1
1588086370,3,1
1588089954,0,2
1588093554,1,6
1588097157,3,6
1588100758,11,2
1588104334,3,8
1588107940,7,0
1588118753,0,1
1588125959,0,2
1588129561,4,2
1588133149,1,1
1588136755,2,0
1588140345,1,0
1588143946,0,1
1588147548,1,1
1588151151,1,1
1588154740,1,1
1588158361,0,1
1588161955,1,2
1588165558,1,0
1588169141,1,4
1588172749,5,2
1588176339,1,2
1588179951,1,3
1588183549,1,1
1588187152,2,0
1588190740,1,0
1588194348,1,2
1588197941,2,0
1588208750,0,4
1588212350,4,0
1588215952,2,1
1588219540,1,2
1588223155,1,2
1588226749,2,0
1588230332,0,1
1588233971,1,3
1588241143,0,2
1588244743,0,3
1588248352,1,2
1588251952,3,1
1588255553,4,1
1588259154,1,0
1588262747,4,2
1588266337,1,1
1588269951,0,6
1588273547,0,5
1588277150,10,4
1588280739,4,1
1588284354,1,0
1588291546,1,0
1588295145,0,1
1588298741,1,0
1588302344,0,2
1588305944,2,1
1588309549,2,5
1588313170,3,1
1588316740,2,0
1588320346,1,1
1588323945,1,0
1588331145,0,2
1588338330,0,3
1588341959,3,0
1588345544,1,4
1588349144,3,4
1588352746,1,0
1588356339,3,2
1588359941,0,3
1588363550,2,1
1588367145,3,2
1588370742,2,2
1588374343,2,0
1588377954,0,4
1588381556,3,1
1588385150,1,0
1588388745,1,0
1588392341,0,1
1588399539,1,1
1588403154,2,1
1588410338,0,3
1588413929,4,0
1588424736,1,0
1588428338,1,2
1588431946,0,4
1588435563,0,3
1588439156,2,2
1588442737,2,1
1588446346,2,3
1588449944,7,2
1588453534,2,1
1588457135,1,0
1588460737,0,1
1588464360,1,3
1588467952,1,1
1588471560,2,0
1588475145,3,6
1588478746,5,1
1588482350,0,7
1588485965,3,0
1588489557,4,1
1588493141,1,1
1588496740,1,2
1588500343,1,2
1588503962,1,0
1588507546,2,0
1588511144,0,1
1588514740,2,5
1588518356,4,0
1588521957,1,5
1588525547,3,2
1588529155,2,0
1588532750,1,1
1588536348,1,0
1588539947,1,1
1588543550,3,2
1588547155,2,0
1588550744,0,1
1588561550,0,3
1588565137,3,2
1588568751,3,0
1588572345,1,4
1588575948,5,1
1588579553,0,3
1588583153,0,2
1588586753,3,5
1588590335,5,4
1588593936,4,1
1588597541,0,1
1588601148,3,3
1588604730,1,5
1588608346,3,1
1588611941,3,1
1588615547,1,2
1588619217,2,0
1588626337,0,1
1588629976,1,0
1588633547,1,1
1588637159,1,6
1588640773,1,5
1588644380,2,2
1588647970,5,1
1588651575,2,0
1588655159,5,1
1588658764,0,2
1588662361,1,4
1588665952,2,0
1588669564,2,2
1588673166,3,1
1588676788,1,1
1588680381,2,1
1588683963,0,3
1588687564,3,1
1588694776,2,6
1588698371,3,6
1588701967,5,7
1588705555,7,1
1588709162,0,2
1588712755,5,4
1588716369,1,1
1588719964,0,1
1588723563,2,0
1588727177,4,5
1588730784,0,3
1588734390,8,1
1588737999,2,0
1588741592,1,1
1588745160,2,1
1588748751,1,2
1588752356,1,2
1588755966,2,7
1588759552,2,3
1588763168,5,2
1588766766,1,0
1588770364,1,0
1588773956,0,4
1588777573,0,6
1588781162,4,2
1588784755,3,5
1588788373,8,5
1588791963,4,0
1588799166,2,0
1588802766,0,12
1588806359,8,1
1588809959,2,2
1588813596,0,4
1588817175,6,1
1588820789,4,1
1588824388,2,0
1588827969,2,0
1588831576,1,1
1588835184,0,2
1588838746,1,1
1588842369,1,3
1588845963,3,1
1588849567,1,1
1588853177,2,3
1588856749,1,1
1588860359,1,7
1588863956,5,2
1588867569,2,5
1588871158,5,1
1588874750,5,0
1588878352,0,1
1588881964,1,2
1588885558,2,0
1588889160,1,5
1588892760,4,2
1588896360,2,0
1588900000,4,2
1588903577,1,4
1588907309,4,2
1588910945,1,1
1588914552,0,2
1588918166,1,0
1588921773,2,1
1588925362,0,6
1588928889,7,5
1588932466,3,1
1588936078,6,3
1588939681,2,1
1588943273,0,4
1588946875,1,2
1588950471,4,4
1588954084,3,3
1588957681,0,1
1588961271,2,3
1588964863,1,5
1588968427,2,3
1588972050,6,4
1588975666,3,2
1588979228,2,2
1588982827,2,2
1588986596,6,0
1588993800,0,3
1588997419,4,2
1589001012,1,0
1589004600,1,4
1589008209,3,4
1589011822,4,2
1589015395,1,1
1589018992,0,1
1589022604,1,1
1589026210,2,0
1589029823,1,1
1589033412,2,1
1589040524,0,2
1589044091,0,4
1589047698,4,2
1589051283,3,5
1589054879,2,2
1589058495,3,4
1589062091,4,4
1589065685,4,4
1589069308,2,1
1589072986,6,0
1589076561,0,1
1589080206,1,2
1589083824,2,0
1589087430,0,1
1589091011,0,2
1589094620,0,3
1589098208,3,1
1589101786,1,0
1589105414,2,4
1589109019,1,0
1589112613,4,1
1589116206,1,3
1589119803,3,0
1589123404,0,2
1589127001,1,1
1589130622,1,0
1589134099,2,0
1589137701,0,2
1589141287,1,2
1589144882,1,3
1589152079,2,0
1589155673,1,3
1589159396,3,1
1589162989,2,0
1589166610,1,3
1589170211,2,1
1589173800,2,1
1589181006,2,0
1589184589,0,2
1589188201,2,1
1589191822,2,2
1589195422,0,2
1589199022,1,1
1589202605,1,4
1589206226,5,0
1589209809,1,1
1589213423,1,0
1589217024,0,2
1589220523,1,0
1589224085,0,1
1589227682,1,3
1589231277,3,5
1589234888,4,4
1589238480,1,4
1589242108,5,3
1589245780,5,2
1589249379,1,3
1589253014,2,0
1589256627,3,2
1589260210,2,1
1589263794,2,3
1589267384,2,2
1589270994,2,4
1589278215,4,6
1589281794,3,3
1589285401,2,4
1589289004,4,0
1589292611,4,5
1589296212,3,2
1589299786,4,0
1589303303,1,2
1589306880,0,3
1589310475,2,2
1589314072,2,4
1589317641,5,3
1589321196,3,3
1589324808,2,0
1589328386,1,3
1589332176,4,2
1589335776,2,1
1589343008,3,1
1589346589,0,3
1589350216,0,5
1589353764,5,0
1589357377,1,2
1589360991,3,0
1589364562,1,4
1589368201,4,0
1589371793,1,2
1589375387,0,1
1589378992,2,0
1589382590,1,3
1589386210,2,0
1589393287,0,2
1589396862,1,1
1589400461,2,5
1589404067,4,1
1589407667,3,8
1589411246,5,3
1589414848,1,0
1589418518,1,0
1589422133,1,0
1589425709,0,1
1589429369,0,1
1589432989,3,0
1589436537,0,1
1589440137,1,1
1589443742,1,0
1589447332,1,1
1589450921,1,2
1589454528,1,0
1589458151,1,1
1589465337,1,0
1589468962,0,1
1589472472,1,1
1589476063,1,0
1589479662,0,1
1589483244,0,3
1589486777,2,0
1589493983,1,0
1589497583,1,1
1589504916,1,0
1589512100,0,1
1589519339,1,0
1589533725,0,1
1589537335,1,1
1589540931,1,0
1589544532,1,0
1589548134,0,3
1589551709,1,0
1589555281,3,1
1589558857,0,2
1589566033,1,5
1589569547,4,0
1589573170,0,3
1589576746,2,0
1589580353,1,8
1589583941,5,2
1589587553,4,2
1589591323,6,1
1589594904,6,0
1589598515,1,3
1589602156,2,3
1589605723,2,2
1589609338,1,2
1589612934,4,3
1589616535,0,2
1589620130,1,2
1589623720,1,0
1589627317,1,0
1589630920,4,3
1589634502,3,1
1589638117,1,2
1589641715,1,6
1589645250,6,2
1589648802,1,1
1589652460,1,2
1589656026,0,4
1589659630,2,2
1589663242,3,1
1589666865,2,4
1589670447,3,5
1589674067,3,1
1589677702,2,0
1589681312,2,0
1589684941,1,0
1589688568,0,2
1589692126,1,1
1589695742,1,1
1589699338,1,1
1589702950,1,0
1589706524,1,0
1589713741,0,1
1589717361,0,3
1589720930,2,2
1589724573,3,1
1589728166,4,0
1589731789,2,0
1589735385,0,2
1589738959,0,3
1589742470,1,4
1589746031,1,2
1589749630,2,2
1589753229,3,1
1589756851,0,1
1589760467,2,0
1589764091,2,2
1589767733,3,2
1589771316,2,2
1589774937,0,1
1589778529,2,1
1589782160,1,4
1589785810,0,3
1589789367,8,1
1589792923,2,0
1589796567,1,2
1589800142,1,0
1589803754,2,2
1589807381,1,2
1589810992,0,2
1589814539,1,1
1589818226,1,1
1589821806,2,1
1589825396,0,1
1589832511,1,3
1589836065,3,1
1589839685,2,1
1589843249,1,0
1589846861,0,2
1589850556,2,1
1589854170,1,3
1589857781,2,4
1589861382,2,1
1589864984,2,1
1589868579,2,2
1589872168,2,1
1589875777,1,1
1589879385,2,2
1589882966,0,2
